id	name	reactions
PWY-6957	mandelate degradation to acetyl-CoA	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZOYLFORMATE-DECARBOXYLASE-RXN|MANDELATE-DEHYDROGENASE-RXN|MANDELATE-RACEMASE-RXN|BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN
PWY-6697	oxalate degradation IV	OXALATE-OXIDASE-RXN
PWY-1501	mandelate degradation I	BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZOYLFORMATE-DECARBOXYLASE-RXN|MANDELATE-DEHYDROGENASE-RXN|MANDELATE-RACEMASE-RXN
TOLUENE-DEG-3-OH-PWY	toluene degradation II (aerobic) (via 4-methylcatechol)	RXN-12735|RXN-20764|RXN-20763|RXN-11219|TOLUENE-4-MONOOXYGENASE-RXN|M-CRESOL-METHYLCATECHOL-RXN
PWY-283	benzoate degradation II (aerobic and anaerobic)	BENZOATE--COA-LIGASE-RXN
PWY-7703	2,4-xylenol degradation to protocatechuate	RXN-16974|RXN-16973|RXN-16972|RXN-16971|RXN-16970|RXN-16968|RXN-16967
PWY-2503	benzoate degradation I (aerobic)	BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN
PWY-5183	superpathway of aerobic toluene degradation	HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN|RXN-16205|RXN-16204|4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN|RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|TOLUENE-4-MONOOXYGENASE-RXN|ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN|BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN|BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZYL-ALC-DEHYDROGENASE-RXN|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN
PWY-5430	meta cleavage pathway of aromatic compounds	BENZOATE-12-DIOXYGENASE-RXN|1.3.1.25-RXN
PWY-5179	toluene degradation V (aerobic) (via toluene-cis-diol)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|TOLUENE-DIOL-DEHYDROGENASE-RXN|TOLUENE-DIOXYGENASE-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN
PWY-6416	quinate degradation II	QUINATE-5-DEHYDROGENASE-RXN|3-DEHYDROQUINATE-DEHYDRATASE-RXN|DHSHIKIMATE-DEHYDRO-RXN
TOLUENE-DEG-4-OH-PWY	toluene degradation to 4-methylphenol	TOLUENE-4-MONOOXYGENASE-RXN
QUINATEDEG-PWY	quinate degradation I	3-DEHYDROQUINATE-DEHYDRATASE-RXN|DHSHIKIMATE-DEHYDRO-RXN|1.1.99.25-RXN
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	RXN-16475|KDPGALDOL-RXN|DEOXYGLUCONOKIN-RXN|1.1.1.127-RXN|5.3.1.17-RXN
PWY-5420	catechol degradation II (meta-cleavage pathway)	RXN-8527|RXN-8529|4.1.1.77-RXN|CATECHOL-23-DIOXYGENASE-RXN|ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN
PWY1QP9-2	fructosyllysine and glucosyllysine metabolism	RXN-20900|RXN-20898|RXN1QP9-73|RXN1QP9-72|RXN0-963|RXN1QP9-71
P183-PWY	catechol degradation to 2-hydroxypentadienoate I	3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN
PWY0-521	fructoselysine and psicoselysine degradation	RXN0-4841|RXN0-962|RXN0-963
PWY-5419	catechol degradation to 2-hydroxypentadienoate II	RXN-8527|RXN-8529|4.1.1.77-RXN|CATECHOL-23-DIOXYGENASE-RXN
PWY-81	toluene degradation to benzoyl-CoA (anaerobic)	RXN-904|RXN-905|RXN-863|RXN-864|RXN-865|RXN-902
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to beta-ketoadipate	3-OXOADIPATE-ENOL-LACTONASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN
PWY-5184	toluene degradation VI (anaerobic)	RXN-11667|RXN-11662|ACETYL-COA-ACETYLTRANSFER-RXN|GLUTACONYL-COA-DECARBOXYLASE-RXN|GLUTARYL-COA-DEHYDROG-RXN|RXN-15013|RXN-15012|4.2.1.100-RXN|RXN-8032|1.1.1.259-RXN|HADTHAUERA-RXN|1.3.99.15-RXN|RXN-904|RXN-905|RXN-863|RXN-864|RXN-865|RXN-902
PWY-5417	catechol degradation III (ortho-cleavage pathway)	RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|TOLUENE-2-MONOOXYGENASE-RXN|O-CRESOL-METHYLCATECHOL-RXN|2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN|CATECHOL-2-3-DIOXYGENASE-RXN
PWY-5431	aromatic compounds degradation via beta-ketoadipate	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN|RXN-3641|3-OXOADIPATE-COA-TRANSFERASE-RXN|MUCONOLACTONE-DELTA-ISOMERASE-RXN|MUCONATE-CYCLOISOMERASE-RXN|CATECHOL-12-DIOXYGENASE-RXN
TOLUENE-DEG-CATECHOL-PWY	toluene degradation to benzoate	BENZALDEHYDE-DEHYDROGENASE-NAD+-RXN|BENZYL-ALC-DEHYDROGENASE-RXN|TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN
PWY-5415	catechol degradation I (meta-cleavage pathway)	ACETALD-DEHYDROG-RXN|MHPELY-RXN|2-OXOPENT-4-ENOATE-HYDRATASE-RXN|3.7.1.9-RXN|CATECHOL-23-DIOXYGENASE-RXN
PWY-7566	L-gulonate degradation	RXN-15920
PWY-6183	salicylate degradation I	SALICYLATE-1-MONOOXYGENASE-RXN
IDNCAT-PWY	L-idonate degradation	1.1.1.264-RXN|GLUCONOKIN-RXN|GLUCONATE-5-DEHYDROGENASE-RXN
DESULFONATION-PWY	benzenesulfonate degradation	BSDOSALCAL-RXN
PWY-7516	L-lyxonate degradation	RXN-8775|4.2.1.43-RXN|RXN-15590
PWY-7521	3-(4-sulfophenyl)butanoate degradation	RXN-15638|RXN-15637|RXN-15636
GALACTCAT-PWY	D-galactonate degradation	GALACTONDEHYDRAT-RXN|DEHYDDEOXPHOSGALACT-ALDOL-RXN|DEHYDDEOXGALACTKIN-RXN
PWY-6041	4-sulfocatechol degradation	MALEYLACETATE-REDUCTASE-RXN|RXN-9733|RXN-9732|RXN-9731
PWY-7242	D-fructuronate degradation	KDPGALDOL-RXN|DEOXYGLUCONOKIN-RXN|MANNONDEHYDRAT-RXN|MANNONOXIDOREDUCT-RXN
PWY-7170	phytochromobilin biosynthesis	RXN-17523|RXN-13968|1.3.7.4-RXN
PWY0-1306	L-galactonate degradation	RXN0-5229
PWY-7580	phycoerythrobilin biosynthesis II	RXN-17523|RXN-9292|RXN-15985
PWY-6373	acrylate degradation I	RXN-6384|RXN-6383|RXN-10985|3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN|RXN-9958
PWY-5917	phycocyanobilin biosynthesis	RXN-17523|RXN-15986|1.3.7.5-RXN
PWY-8180	acrylate degradation II	RXN-6383|RXN-9087|RXN-21753
PWY-7579	phycourobilin biosynthesis	RXN-17523|RXN-15990|RXN-15985|1.3.7.2-RXN|1.3.7.3-RXN
PWY-8091	D-apionate degradation I (xylose isomerase family decarboxylase)	RXN-17765|RXN-20937|RXN-17762|RXN-17772|RXN-20933
PWY-5915	phycoerythrobilin biosynthesis I	RXN-17523|RXN-15985|1.3.7.2-RXN|1.3.7.3-RXN
PWY-8090	D-apionate degradation II (RLP decarboxylase)	RXN-17762|RXN-17772|RXN-20935|RXN-20934|RXN-20933
PWY-7578	phycoviolobilin biosynthesis	RXN-17523|RXN-15988|RXN-15986|1.3.7.5-RXN
PWY-8092	D-apionate degradation III (RLP transcarboxylase/hydrolase)	RXN-20936|RXN-20934|RXN-20933
PWY-6223	gentisate degradation I	RXN-10445|MALEYLPYRUVATE-ISOMERASE-RXN|GENTISATE-12-DIOXYGENASE-RXN
PWY-5794	malonate degradation I (biotin-independent)	RXN-9730|RXN-9729|RXN-9728
PWY-5033	nicotinate degradation II	RXN-11353|RXN-646|MALEATE-ISOMERASE-RXN|RXN-7586|RXN-7585
PWY-6060	malonate degradation II (biotin-dependent)	RXN-9776|RXN-9777|RXN-9775|RXN-9729
PWY-722	nicotinate degradation I	RXN-11318|NICOTINATE-DEHYDROGENASE-RXN|RXN-7573|MALEATE-ISOMERASE-RXN|RXN-646|1.13.11.9-RXN
PWY0-43	conversion of succinate to propanoate	RXN0-268|RXN0-310|METHYLMALONYL-COA-MUT-RXN
PWY-5055	nicotinate degradation III	DIMETHYLMALEATE-HYDRATASE-RXN|1.1.1.291-RXN|3.5.2.18-RXN|23-DIMETHYLMALATE-LYASE-RXN|METHYLITACONATE-DELTA-ISOMERASE-RXN|2-METHYLENEGLUTARATE-MUTASE-RXN|RXN-7640|6-HYDROXYNICOTINATE-REDUCTASE-RXN|RXN-7637
PWY-7469	gentisate degradation II	RXN-10447|GENTISATE-12-DIOXYGENASE-RXN
PWY-8376	benzene degradation III (anaerobic)	RXN-23214
PWY-7098	vanillin and vanillate degradation II	RXN-10891|1.2.1.67-RXN
PWY-8375	benzene degradation IV (anaerobic)	RXN-23213
PWY-6338	superpathway of vanillin and vanillate degradation	1.2.1.67-RXN|RXN-2|RXN-2464|OXALODECARB-RXN|1.2.1.45-RXN|RXN-9983|RXN-2462|RXN-2463|R107-RXN|PROTOCATECHUATE-45-DIOXYGENASE-RXN
PWY-5450	benzene degradation I (aerobic)	1.3.1.19-RXN|BENZENE-12-DIOXYGENASE-RXN
PWY-7097	vanillin and vanillate degradation I	1.2.1.67-RXN|RXN-2
PWY-8386	benzene degradation II (aerobic)	RXN-23321|RXN-17503|RXN-23320
PWY-7383	anaerobic energy metabolism (invertebrates, cytosol)	RXN-12481|4.1.1.32-RXN|MALATE-DEH-RXN|ASPAMINOTRANS-RXN|ALARACECAT-RXN|ALANINE-AMINOTRANSFERASE-RXN|PEPDEPHOS-RXN
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|3-OXOADIPATE-ENOL-LACTONASE-RXN|5.5.1.2-RXN|PROTOCATECHUATE-34-DIOXYGENASE-RXN
FLUORENE-DEG-9-ONE-PWY	fluorene degradation I	RXN-19492|RXN-7282|RXN-2506|RXN-2505|RXN-2502|RXN-2501|9-FLUORENOL-DEHYDROGENASE-RXN|FLUORENE-OXYGENASE-RXN
P184-PWY	protocatechuate degradation I (meta-cleavage pathway)	RXN-2464|OXALODECARB-RXN|1.2.1.45-RXN|RXN-9983|RXN-2462|RXN-2463|R107-RXN|PROTOCATECHUATE-45-DIOXYGENASE-RXN
PWY-1381	fluorene degradation II	FLUORENE-OXYGENASE-RXN|RXN-2482
PWY-6336	protocatechuate degradation III (para-cleavage pathway)	RXN-8527|4.1.1.77-RXN|RXN-8529|RXN-10883|RXN-10882
PWY-6224	salicylate degradation II	RXN-10446
PWY-8288	carbofuran degradation III	RXN-22229
PWY-5109	propanoate fermentation to 2-methylbutanoate	RXN-15031|2-METHYLACYL-COA-DEHYDROGENASE-RXN|PROPIONATE-COA-TRANSFERASE-RXN|TIGLYLCOA-HYDROXY-RXN|1.1.1.178-RXN|METHYLACETOACETYLCOATHIOL-RXN
PWY-8287	carbofuran degradation II	RXN-22230|RXN-22231|RXN-22229
FERMENTATION-PWY	mixed acid fermentation	MALATE-DEH-RXN|ISOCITDEH-RXN|ACONITATEHYDR-RXN|ACONITATEDEHYDR-RXN|CITSYN-RXN|R601-RXN|FHLMULTI-RXN|PEPCARBOX-RXN|FUMHYDR-RXN|DLACTDEHYDROGNAD-RXN|PEPDEPHOS-RXN|ALCOHOL-DEHYDROG-RXN|ACETALD-DEHYDROG-RXN|PYRUVFORMLY-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN
PWY-8286	carbofuran degradation I	RXN-22490|RXN-22234|RXN-22233|RXN-22232|RXN-22229
PWY-6636	salicylate degradation III	RXN-11736
SHIKIMATEDEG-PWY	shikimate degradation I	DHSHIKIMATE-DEHYDRO-RXN|SHIKIMATE-PQQ-RXN
P161-PWY	acetylene degradation (anaerobic)	ALCOHOL-DEHYDROG-RXN|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|ACETALD-DEHYDROG-RXN|R141-RXN
PWY-6419	shikimate degradation II	RXN-20484|DHSHIKIMATE-DEHYDRO-RXN
PWY-5536	acetate formation from acetyl-CoA (succinate)	RXN-8807
PWY-8025	cyanuric acid degradation I	RXN0-5222|RXN-20065|RXN-20064|RXN-20063|RXN-20062
PWY0-1312	acetate and ATP formation from acetyl-CoA I	PHOSACETYLTRANS-RXN|ACETATEKIN-RXN
PWY-5169	cyanuric acid degradation II	RXN-20062|RXN-20066|RXN0-5222|RXN-20065|RXN-8930
P163-PWY	L-lysine fermentation to acetate and butanoate	RXN-16834|ACETATEKIN-RXN|PHOSACETYLTRANS-RXN|ACETYL-COA-ACETYLTRANSFER-RXN|2.8.3.9-RXN|4.3.1.14-RXN|R125-RXN|1.4.1.11-RXN|BETA-LYSINE-56-AMINOMUTASE-RXN|LYSINE-23-AMINOMUTASE-RXN
PWY-5691	urate conversion to allantoin I	3.5.2.17-RXN|RXN-6201|URATE-OXIDASE-RXN
PWY-5535	acetate and ATP formation from acetyl-CoA II	ACETATE--COA-LIGASE-ADP-FORMING-RXN
PWY-6420	pyrroloquinoline quinone biosynthesis	RXN-15446|RXN-11178|RXN-11179|RXN-11180|RXN-11181|RXN-11177|RXN-11176
PWY-8328	acetate and ATP formation from acetyl-CoA III	ACETATE--COA-LIGASE-RXN
PWY-7729	5,6-dimethylbenzimidazole biosynthesis II (anaerobic)	RXN-17122|RXN-17123|RXN-17124|RXN-17125
P162-PWY	L-glutamate degradation V (via hydroxyglutarate)	RXN-16834|RXN-19739|ACETYL-COA-ACETYLTRANSFER-RXN|RXN-11662|RXN-11667|R11-RXN|RXN-1082|RXN-1083|KETOGLUTREDUCT-RXN|GLUTAMATE-DEHYDROGENASE-RXN
PWY-8319	NiFe(CO)(CN)2 cofactor biosynthesis	RXN-22957|RXN-22956|RXN-22655|RXN-22650|RXN-22649|RXN-22648|RXN-17943|RXN0-6435|RXN-22647|RXN-22646
PWY-804	glycolate degradation II	RXN-1744
PWY-5523	5,6-dimethylbenzimidazole biosynthesis I (aerobic)	RXN-8771|FMNREDUCT-RXN|RIBOFLAVINKIN-RXN
PWY-7773	gamma-resorcylate degradation I	R307-RXN|RXN-17555|RXN-10137|MALEYLACETATE-REDUCTASE-RXN
PWY-7928	lactate racemase nickel cofactor biosynthesis	RXN-19042|RXN-19049|RXN-19048|RXN-19047|RXN-19045|RXN-19044|RXN-19043|RXN-19051
PWY-7772	gamma-resorcylate degradation II	RXN-17558|RXN-17555|RXN-10137|MALEYLACETATE-REDUCTASE-RXN
PWY-7394	urate conversion to allantoin II	RXN-11186|3.5.2.17-RXN|RXN-6201
PWY-6948	sitosterol degradation to androstenedione	RXN-12745|RXN-12744|RXN-12743|RXN-12710|RXN-12709|RXN-12708|RXN-12707|RXN-12706|RXN-12786|RXN-12780|RXN-12781|RXN-12782|RXN-12785|RXN-12784|RXN-12787|RXN-12788|RXN-12790|RXN-12789
PWY-8159	dipyrromethane cofactor biosynthesis	RXN-21525|RXN-21524|RXN-21523|RXN-21522
PWY-6943	testosterone and androsterone degradation to androstendione (aerobic)	1.1.1.209-RXN|RXN-12124|1.1.1.51-RXN
PWY-5170	melamine degradation	RXN-8017|RXN-8016|RXN-8015
PWY-8155	testosterone degradation (anaerobic)	RXN-21496|RXN-21489|RXN-21484|RXN-21485|RXN-21486|RXN-21487
GLUTATHIONESYN-PWY	glutathione biosynthesis	GLUTATHIONE-SYN-RXN|GLUTCYSLIG-RXN
PWY-8135	bile acids deconjugation	RXN-21345|RXN-17388|CHOLOYLGLYCINE-HYDROLASE-RXN|RXN-17385|CHENODEOXYCHOLOYLTAURINE-HYDROLASE-RXN
PWY-7620	naphthalene degradation (anaerobic)	RXN-16239|RXN-15001|RXN-15000|RXN-14999
PWY-8256	bile acids 12-O-epimerization	RXN-22304|RXN-21346|12-BETA-HYDROXYSTEROID-DEHYDROGENASE-RXN|1.1.1.176-RXN
PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	RXN-15881|RXN-14391|RXN-14390|RXN-14389|RXN-14388|RXN-14387|RXN-14386|RXN-14385|RXN-14384|RXN-14381
PWY-8134	bile acid 7beta-dehydroxylation	1.1.1.52-RXN|RXN-21341|RXN-21340|RXN-21344|RXN-17419|RXN-17416|RXN-21343|RXN-21342
PWY-5134	superpathway of bitter acids biosynthesis	RXN-18452|RXN-18448|RXN-18439|RXN-18442|RXN-18445|RXN-18450|RXN-18446|RXN-18441|RXN-7807|RXN-7810|RXN-7811|2.3.1.156-RXN|RXN-18449|RXN-18447|RXN-7813|RXN-7812|RXN-7809|RXN-7805
PWY-8255	bile acids 3-O-epimerization	RXN-17415|RXN-17410|RXN-11472|RXN-11471
PWY-6736	sulfur volatiles biosynthesis	THIOL-S-METHYLTRANSFERASE-RXN|RXN-12189
PWY-7754	bile acid 7alpha-dehydroxylation	1.1.1.52-RXN|RXN-21341|RXN-21340|RXN-21339|RXN-21338|RXN-17396|RXN-19428|RXN-19429|RXN-21336|RXN-21335|RXN-17400|RXN-17399|RXN-17398|BAI3OXO-OXRED-RXN|BAIAEUBSP-RXN|CHOLATE--COA-LIGASE-RXN
PWY-5427	naphthalene degradation (aerobic)	RXNN-386|1.2.1.65-RXN|RXN-8615|RXN-8612|1.3.1.29-RXN|NAPHTHALENE-12-DIOXYGENASE-RXN
PWY-8254	bile acids 7-O epimerization	RXN-16034|RXN-16033|RXN-11470|7-ALPHA-HYDROXYSTEROID-DEH-RXN
PWY-5726	deethylsimazine degradation	R464-RXN|R465-RXN
PWY-7686	L-malate degradation II	1.1.1.39-RXN
PWY-5406	divinyl ether biosynthesis I	RXN-8498|RXN-8497|RXN-8496|RXN-8495
PWY-7685	L-malate degradation I	RXN-16819
PWY-7554	heme d1 biosynthesis	RXN-15807|RXN-15806|RXN-15805
PWY-6801	volatile esters biosynthesis (during fruit ripening)	RXN-18671|RXN-18670|RXN-18669|RXN-18668|RXN-18667|RXN-6724|RXN-12362
PWY-7491	podophyllotoxin glucosides metabolism	RXN-15507|RXN-15506|RXN-15493|RXN-15492|RXN-15491
PROPIONMET-PWY	propanoyl CoA degradation I	PROPIONYL-COA-CARBOXY-RXN|METHYLMALONYL-COA-MUT-RXN|METHYLMALONYL-COA-EPIM-RXN
PWY-7856	heme a biosynthesis	RXN-18431|RXN-18430|RXN-18428|HEMEOSYN-RXN
PWY-83	monolignol glucosides biosynthesis	RXN-95|RXN-92|RXN-91|RXN-90
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	GALPMUT-RXN|PGLUCISOM-RXN|5.4.2.10-RXN|L-GLN-FRUCT-6-P-AMINOTRANS-RXN|2.3.1.157-RXN|NAG1P-URIDYLTRANS-RXN|PHOSPHOGLUCMUT-RXN|DTDPGLUCDEHYDRAT-RXN|DTDPGLUCOSEPP-RXN|DTDPDEHYRHAMREDUCT-RXN|DTDPDEHYDRHAMEPIM-RXN
PWY-7574	propanoyl-CoA degradation II	RXN-2902|3-HYDROXYPROPIONATE-DEHYDROGENASE-RXN|RXN-6384|RXN-6383|RXN-15977
PWY-8126	chlorophyll a2 biosynthesis	RXN-21286
PWY-6035	2,3-cis-flavanols biosynthesis	RXN-9723|RXN-9724|RXN-9725
PWY-6930	phenolic malonylglucosides biosynthesis	RXN-12695|RXN-12698|RXN-12696|RXN-12699|RXN-12697
PWY-5456	methylglyoxal degradation VII	METHYL-GLYOXAL-DEHYDROG-RXN
PWY-5068	chlorophyll cycle	RXN-18400|RXN-7679|RXN-7678|RXN-7677|RXN-7676|RXN-7674|RXN1F-66
PWY-5462	methylglyoxal degradation II	RXN-8639
PWY18C3-21	phenylpropanoid volatiles glycoconjugation (tomato)	RXN-20313|RXN-20311|RXN-20310|RXN18C3-59|RXN18C3-57|RXN18C3-58|RXN18C3-56|RXN18C3-55|RXN18C3-54
MGLDLCTANA-PWY	methylglyoxal degradation VI	D-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN|RXN-8641|LACTALDEHYDE-OXI-RXN|D-LACTALDEHYDE-DEHYDROGENASE-RXN
PWY-7764	chlorophyll a biosynthesis III	RXN-17491|RXN1F-66
PWY-5453	methylglyoxal degradation III	RXN-8632|RXN0-4281
PWY-5386	methylglyoxal degradation I	RXN-20917|GLYOXII-RXN|GLYOXI-RXN
PWY0-1315	L-lactaldehyde degradation (anaerobic)	LACTALDREDUCT-RXN
PWY-5064	chlorophyll a biosynthesis II	RXN-5286|RXN-7666|RXN-7665|RXN-7663|RXN-7664
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	DCDPKIN-RXN|DTDPKIN-RXN|RXN-7913|DTMPKI-RXN
PWY-7656	Spodoptera littoralis pheromone biosynthesis	RXN-16563|RXN-16562|RXN-16561|RXN-16559|RXN-16558|RXN-16557|RXN-16556|RXN-16555|RXN-16554|RXN-16553|RXN-16552|RXN-16551|RXN-16540|RXN-15112|1.14.99.32-RXN|RXN-16550|RXN-16549|RXN-16547|1.14.99.31-RXN|2.3.1.155-RXN|RXN-14271|RXN-14272
PWY0-1317	L-lactaldehyde degradation (aerobic)	LACTALDDEHYDROG-RXN|L-LACTDEHYDROGFMN-RXN
PWY-5086	chlorophyll a biosynthesis I	RXN-5286|RXN1F-66
TRNA-CHARGING-PWY	tRNA charging	RXN-16165|GLYCINE--TRNA-LIGASE-RXN|HISTIDINE--TRNA-LIGASE-RXN|LYSINE--TRNA-LIGASE-RXN|METHIONINE--TRNA-LIGASE-RXN|PHENYLALANINE--TRNA-LIGASE-RXN|PROLINE--TRNA-LIGASE-RXN|SERINE--TRNA-LIGASE-RXN|THREONINE--TRNA-LIGASE-RXN|TRYPTOPHAN--TRNA-LIGASE-RXN|TYROSINE--TRNA-LIGASE-RXN|ASPARTATE--TRNA-LIGASE-RXN|ASPARAGINE--TRNA-LIGASE-RXN|ALANINE--TRNA-LIGASE-RXN|VALINE--TRNA-LIGASE-RXN|LEUCINE--TRNA-LIGASE-RXN|ISOLEUCINE--TRNA-LIGASE-RXN|GLURS-RXN|GLUTAMINE--TRNA-LIGASE-RXN|CYSTEINE--TRNA-LIGASE-RXN|ARGININE--TRNA-LIGASE-RXN
PWY-2902	cytokinin-O-glucosides biosynthesis	RXN-4737|RXN-4735|RXN-4726|RXN-4723
PWY-5458	methylglyoxal degradation V	LACTALDDEHYDROG-RXN|1.1.1.283-RXN|L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	THYMIDYLATESYN-RXN|DCMP-DEAMINASE-RXN|RXN-14187|RXN-12195|CDPREDUCT-RXN|DTDPKIN-RXN|DTMPKI-RXN|DCDPKIN-RXN
PWY-5698	allantoin degradation to ureidoglycolate II (ammonia producing)	URUR-RXN|ALLANTOATE-DEIMINASE-RXN|ALLANTOINASE-RXN
PWY-7696	citreoisocoumarin and bikisocoumarin biosynthesis	RXN-16943|RXN-16942|RXN-16933|RXN-16932
PWY-4722	creatinine degradation II	CREATININE-DEAMINASE-RXN|SARCOX-RXN|SARCOSINE-DEHYDROGENASE-RXN|N-CARBAMOYLSARCOSINE-AMIDASE-RXN|3.5.2.14-RXN
PWY-5045	pinosylvin metabolism	RXN-7611|RXN-7612|PINOSYLVIN-SYNTHASE-RXN
CRNFORCAT-PWY	creatinine degradation I	SARCOX-RXN|SARCOSINE-DEHYDROGENASE-RXN|CREATINASE-RXN|CREATININASE-RXN
PWY-6733	sporopollenin precursors biosynthesis	RXN-16408|RXN-16407|RXN-16406|RXN-16405|RXN-16404|RXN-16403|RXN-9666|RXN-9624|PALMITOYL-COA-HYDROLASE-RXN|RXN-16400|RXN-16399|RXN-16398|RXN-16402|RXN-16401|RXN-16389|RXN-9627|RXN-12186|RXN-12184
PWY-4741	creatinine degradation III	METHYLGUANIDINASE-RXN|RXN-7261
PWY-7261	anthocyanidin 3-malylglucoside biosynthesis (acyl-glucose dependent)	RXN-14445|RXN-14444|RXN-14443
PWY-3661-1	glycine betaine degradation II (mammalian)	RXN-22741|DIMETHYLGLYCINE-DEHYDROGENASE-RXN|GLYOHMETRANS-RXN|2.1.1.5-RXN
PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)	ALLANTOICASE-RXN|ALLANTOINASE-RXN
PWY-3661	glycine betaine degradation I	RXN-22742|RXN-22706|GLYOHMETRANS-RXN|RXN-15127|RXN-15124|RXN-15125|SARCOX-RXN|2.1.1.5-RXN
PWY-5286	anthocyanidin sophoroside metabolism	RXN-8178|RXN-8177|RXN-8176
PWY-8325	glycine betaine degradation III	RXN-22743|RXN-22744|RXN-22705|GLYOHMETRANS-RXN|RXN-15127|RXN-15124|RXN-15125
PWY-5704	urea degradation II	UREASE-RXN
PWY-8108	glycine betaine degradation IV	RXN-21056|RXN-21058
PWY-7424	sterol:steryl ester interconversion (yeast)	RXN-15135|RXN-15134|RXN-15133|RXN-15132
PWY-5703	urea degradation I	RXN0-5222|RXN-20065|UREA-CARBOXYLASE-RXN
PWY-6534	phenylethylamine degradation II	RXN-11510|PHENDEHYD-RXN
2PHENDEG-PWY	phenylethylamine degradation I	RXN-10817|PHENDEHYD-RXN
LIPASYN-PWY	phospholipases	3.1.4.11-RXN|PHOSPHOLIPASE-C-RXN|PHOSPHOLIPASE-A1-RXN|PHOSPHOLIPASE-A2-RXN|PHOSCHOL-RXN
PWY-6441	spermine and spermidine degradation III	RXN-9015|RXN-12089
PWY-6029	2,3-trans-flavanols biosynthesis	RXN-1481|RXN-1484|RXN-9720
PWY-6440	spermine and spermidine degradation II	RXN-6423|RXN-10747|RXN-6425|RXN-6424|RXN-6421
PWY-8181	2-methyl-branched fatty acid beta-oxidation	RXN-21787|RXN-21786|RXN-21785|RXN-21784|RXN-21783|RXN-21782|RXN-21781|RXN-21780|RXN-21779|RXN-21777|RXN-21773|RXN-21774|RXN-21775|RXN-21776
PWY-6117	spermine and spermidine degradation I	RXN-12091|RXN-9015|SPERMACTRAN-RXN|RXN-9940|RXN-9939
PWY-7541	1,2-propanediol biosynthesis from lactate (engineered)	RXN-15744|RXN-15729|RXN-15724|RXN-15743|RXN-15728|RXN-15723
